#Wvn[cm-1]  Maximum_calculated_depth
#Wavenumber (cm-1)  Radius at max. calculated depth (cm)
3359.14449          9756169000
3359.34449          9776169000
3359.54449          9816169000
3359.74449          9816169000
3359.94449          9886169000
3360.14449          9756169000
3360.34449          9766169000
3360.54449          9786169000
3360.74449          9816169000
3360.94449          9696169000
3361.14449          9846169000
3361.34449          9866169000
3361.54449          9766169000
3361.74449          9896169000
3361.94449          9756169000
3362.14449          9796169000
3362.34449          9876169000
3362.54449          9676169000
3362.74449          9776169000
3362.94449          9776169000
3363.14449          9786169000
3363.34449          9736169000
3363.54449          9786169000
3363.74449          9746169000
3363.94449          9696169000
3364.14449          9726169000
3364.34449          9796169000
3364.54449          9766169000
3364.74449          9836169000
3364.94449          9866169000
3365.14449          9726169000
3365.34449          9756169000
3365.54449          9776169000
3365.74449          9786169000
3365.94449          9796169000
3366.14449          9696169000
3366.34449          9716169000
3366.54449          9806169000
3366.74449          9746169000
3366.94449          9716169000
3367.14449          9736169000
3367.34449          9746169000
3367.54449          9786169000
3367.74449          9876169000
3367.94449          9846169000
3368.14449          9726169000
3368.34449          9876169000
3368.54449          9906169000
3368.74449          9876169000
3368.94449          9856169000
3369.14449          9836169000
3369.34449          9776169000
3369.54449          9726169000
3369.74449          9796169000
3369.94449          9776169000
3370.14449          9766169000
3370.34449          9836169000
3370.54449          9836169000
3370.74449          9726169000
3370.94449          9876169000
3371.14449          9916169000
3371.34449          9806169000
3371.54449          9746169000
3371.74449          9826169000
3371.94449          9686169000
3372.14449          9716169000
3372.34449          9726169000
3372.54449          9676169000
3372.74449          9836169000
3372.94449          9836169000
3373.14449          9696169000
3373.34449          9796169000
3373.54449          9696169000
3373.74449          9676169000
3373.94449          9896169000
3374.14449          9896169000
3374.34449          9816169000
3374.54449          9826169000
3374.74449          9766169000
3374.94449          9716169000
3375.14449          9686169000
3375.34449          9876169000
3375.54449          9796169000
3375.74449          9786169000
3375.94449          9776169000
3376.14449          9766169000
3376.34449          9686169000
3376.54449          9686169000
3376.74449          9786169000
3376.94449          9696169000
3377.14449          9836169000
3377.34449          9756169000
3377.54449          9756169000
3377.74449          9776169000
3377.94449          9726169000
3378.14449          9886169000
3378.34449          9706169000
3378.54449          9876169000
3378.74449          9756169000
3378.94449          9836169000
3379.14449          9796169000
3379.34449          9746169000
3379.54449          9716169000
3379.74449          9826169000
3379.94449          9676169000
3380.14449          9826169000
3380.34449          9856169000
3380.54449          9816169000
3380.74449          9726169000
3380.94449          9806169000
3381.14449          9676169000
3381.34449          9696169000
3381.54449          9706169000
3381.74449          9756169000
3381.94449          9756169000
3382.14449          9746169000
3382.34449          9756169000
3382.54449          9906169000
3382.74449          9776169000
3382.94449          9836169000
3383.14449          9836169000
3383.34449          9776169000
3383.54449          9756169000
3383.74449          9806169000
3383.94449          9756169000
3384.14449          9886169000
3384.34449          9886169000
3384.54449          9876169000
3384.74449          9706169000
3384.94449          9716169000
3385.14449          9756169000
3385.34449          9756169000
3385.54449          9856169000
3385.74449          9876169000
3385.94449          9806169000
3386.14449          9806169000
3386.34449          9776169000
3386.54449          9736169000
3386.74449          9776169000
3386.94449          9766169000
3387.14449          9746169000
3387.34449          9866169000
3387.54449          9866169000
3387.74449          9806169000
3387.94449          9766169000
3388.14449          9746169000
3388.34449          9676169000
3388.54449          9716169000
3388.74449          9786169000
3388.94449          9766169000
3389.14449          9786169000
3389.34449          9796169000
3389.54449          9716169000
3389.74449          9766169000
3389.94449          9706169000
3390.14449          9866169000
3390.34449          9866169000
3390.54449          9666169000
3390.74449          9676169000
3390.94449          9736169000
3391.14449          9896169000
3391.34449          9806169000
3391.54449          9926169000
3391.74449          9856169000
3391.94449          9796169000
3392.14449          9756169000
3392.34449          9756169000
3392.54449          9856169000
3392.74449          9836169000
3392.94449          9876169000
3393.14449          9926169000
3393.34449          9876169000
3393.54449          9876169000
3393.74449          9906169000
3393.94449          9896169000
3394.14449          9726169000
3394.34449          9726169000
3394.54449          9786169000
3394.74449          9776169000
3394.94449          9736169000
3395.14449          9666169000
3395.34449          9746169000
3395.54449          9746169000
3395.74449          9756169000
3395.94449          9816169000
3396.14449          9736169000
3396.34449          9806169000
3396.54449          9786169000
3396.74449          9746169000
3396.94449          9826169000
3397.14449          9736169000
3397.34449          9906169000
3397.54449          9736169000
3397.74449          9716169000
3397.94449          9696169000
3398.14449          9846169000
3398.34449          9846169000
3398.54449          9646169000
3398.74449          9696169000
3398.94449          9876169000
3399.14449          9816169000
3399.34449          9856169000
3399.54449          9776169000
3399.74449          9786169000
3399.94449          9926169000
3400.14449          9746169000
3400.34449          9666169000
3400.54449          9886169000
3400.74449          9886169000
3400.94449          9746169000
3401.14449          9906169000
3401.34449          9766169000
3401.54449          9886169000
3401.74449          9686169000
3401.94449          9726169000
3402.14449          9726169000
3402.34449          9736169000
3402.54449          9736169000
3402.74449          9766169000
3402.94449          9776169000
3403.14449          9676169000
3403.34449          9736169000
3403.54449          9826169000
3403.74449          9806169000
3403.94449          9756169000
3404.14449          9776169000
3404.34449          9756169000
3404.54449          9746169000
3404.74449          9746169000
3404.94449          9786169000
3405.14449          9686169000
3405.34449          9796169000
3405.54449          9696169000
3405.74449          9706169000
3405.94449          9726169000
3406.14449          9736169000
3406.34449          9706169000
3406.54449          9806169000
3406.74449          9836169000
3406.94449          9746169000
3407.14449          9796169000
3407.34449          9696169000
3407.54449          9686169000
3407.74449          9756169000
3407.94449          9766169000
3408.14449          9826169000
3408.34449          9786169000
3408.54449          9756169000
3408.74449          9796169000
3408.94449          9756169000
3409.14449          9756169000
3409.34449          9796169000
3409.54449          9706169000
3409.74449          9766169000
3409.94449          9766169000
3410.14449          9766169000
3410.34449          9876169000
3410.54449          9766169000
3410.74449          9826169000
3410.94449          9806169000
3411.14449          9716169000
3411.34449          9816169000
3411.54449          9656169000
3411.74449          9756169000
3411.94449          9916169000
3412.14449          9766169000
3412.34449          9776169000
3412.54449          9816169000
3412.74449          9726169000
3412.94449          9726169000
3413.14449          9796169000
3413.34449          9806169000
3413.54449          9896169000
3413.74449          9866169000
3413.94449          9936169000
3414.14449          9946169000
3414.34449          9776169000
3414.54449          9796169000
3414.74449          9786169000
3414.94449          9826169000
3415.14449          9826169000
3415.34449          9716169000
3415.54449          9916169000
3415.74449          9916169000
3415.94449          9856169000
3416.14449          9696169000
3416.34449          9936169000
3416.54449          9776169000
3416.74449          9676169000
3416.94449          9716169000
3417.14449          9726169000
3417.34449          9706169000
3417.54449          9786169000
3417.74449          9796169000
3417.94449          9806169000
3418.14449          9746169000
3418.34449          9696169000
3418.54449          9766169000
3418.74449          9736169000
3418.94449          9776169000
3419.14449          9816169000
3419.34449          9816169000
3419.54449          9856169000
3419.74449          9706169000
3419.94449          9856169000
3420.14449          9856169000
3420.34449          9746169000
3420.54449          9926169000
3420.74449          9736169000
3420.94449          9826169000
3421.14449          9836169000
3421.34449          9756169000
3421.54449          9686169000
3421.74449          9836169000
3421.94449          9836169000
3422.14449          9726169000
3422.34449          9896169000
3422.54449          9826169000
3422.74449          9816169000
3422.94449          9786169000
3423.14449          9906169000
3423.34449          9936169000
3423.54449          9836169000
3423.74449          9836169000
3423.94449          9766169000
3424.14449          9846169000
3424.34449          9816169000
3424.54449          9766169000
3424.74449          9776169000
3424.94449          9836169000
3425.14449          9826169000
3425.34449          9696169000
3425.54449          9726169000
3425.74449          9786169000
3425.94449          9726169000
3426.14449          9676169000
3426.34449          9906169000
3426.54449          9736169000
3426.74449          9886169000
3426.94449          9896169000
3427.14449          9716169000
3427.34449          9746169000
3427.54449          9726169000
3427.74449          9736169000
3427.94449          9806169000
3428.14449          9826169000
3428.34449          9776169000
3428.54449          9746169000
3428.74449          9806169000
3428.94449          9746169000
3429.14449          9736169000
3429.34449          9776169000
3429.54449          9756169000
3429.74449          9816169000
3429.94449          9786169000
3430.14449          9776169000
3430.34449          9796169000
3430.54449          9726169000
3430.74449          9786169000
3430.94449          9746169000
3431.14449          9836169000
3431.34449          9746169000
3431.54449          9756169000
3431.74449          9766169000
3431.94449          9716169000
3432.14449          9826169000
3432.34449          9786169000
3432.54449          9756169000
3432.74449          9746169000
3432.94449          9836169000
3433.14449          9716169000
3433.34449          9746169000
3433.54449          9766169000
3433.74449          9776169000
3433.94449          9736169000
3434.14449          9806169000
3434.34449          9766169000
3434.54449          9756169000
3434.74449          9756169000
3434.94449          9716169000
3435.14449          9706169000
3435.34449          9736169000
3435.54449          9816169000
3435.74449          9836169000
3435.94449          9876169000
3436.14449          9906169000
3436.34449          9926169000
3436.54449          9966169000
3436.74449          9796169000
3436.94449          9836169000
3437.14449          9836169000
3437.34449          9846169000
3437.54449          9926169000
3437.74449          9856169000
3437.94449          9916169000
3438.14449          9776169000
3438.34449          9886169000
3438.54449          9936169000
3438.74449          9946169000
3438.94449          9746169000
3439.14449          9816169000
3439.34449          9756169000
3439.54449          9736169000
3439.74449          9866169000
3439.94449          9876169000
3440.14449          9766169000
3440.34449          9756169000
3440.54449          9786169000
3440.74449          9806169000
3440.94449          9766169000
3441.14449          9686169000
3441.34449          9736169000
3441.54449          9766169000
3441.74449          9716169000
3441.94449          9796169000
3442.14449          9856169000
3442.34449          9776169000
3442.54449          9886169000
3442.74449          9796169000
3442.94449          9796169000
3443.14449          9916169000
3443.34449          9916169000
3443.54449          9876169000
3443.74449          9736169000
3443.94449          9666169000
3444.14449          9716169000
3444.34449          9726169000
3444.54449          9706169000
3444.74449          9706169000
3444.94449          9766169000
3445.14449          9886169000
3445.34449          9906169000
3445.54449          9746169000
3445.74449          9776169000
3445.94449          9826169000
3446.14449          9736169000
3446.34449          9756169000
3446.54449          9746169000
3446.74449          9756169000
3446.94449          9906169000
3447.14449          9896169000
3447.34449          9906169000
3447.54449          9786169000
3447.74449          9776169000
3447.94449          9796169000
3448.14449          9796169000
3448.34449          9826169000
3448.54449          9876169000
3448.74449          9876169000
3448.94449          9876169000
3449.14449          9786169000
3449.34449          9786169000
3449.54449          9806169000
3449.74449          9806169000
3449.94449          9866169000
3450.14449          9716169000
3450.34449          9816169000
3450.54449          9676169000
3450.74449          9666169000
3450.94449          9786169000
3451.14449          9686169000
3451.34449          9826169000
3451.54449          9756169000
3451.74449          9666169000
3451.94449          9796169000
3452.14449          9766169000
3452.34449          9806169000
3452.54449          9806169000
3452.74449          9716169000
3452.94449          9746169000
3453.14449          9926169000
3453.34449          9746169000
3453.54449          9716169000
3453.74449          9676169000
3453.94449          9796169000
3454.14449          9796169000
3454.34449          9746169000
3454.54449          9756169000
3454.74449          9756169000
3454.94449          9746169000
3455.14449          9666169000
3455.34449          9696169000
3455.54449          9776169000
3455.74449          9806169000
3455.94449          9826169000
3456.14449          9726169000
3456.34449          9946169000
3456.54449          9786169000
3456.74449          9796169000
3456.94449          9786169000
3457.14449          9686169000
3457.34449          9876169000
3457.54449          9806169000
3457.74449          9776169000
3457.94449          9726169000
3458.14449          9836169000
3458.34449          9766169000
3458.54449          9936169000
3458.74449          9956169000
3458.94449          9956169000
3459.14449          9786169000
3459.34449          9746169000
3459.54449          9786169000
3459.74449          9886169000
3459.94449          9676169000
3460.14449          9826169000
3460.34449          9796169000
3460.54449          9966169000
3460.74449          9966169000
3460.94449          9806169000
3461.14449          9736169000
3461.34449          9776169000
3461.54449          9786169000
3461.74449          9886169000
3461.94449          9886169000
3462.14449          9736169000
3462.34449          9846169000
3462.54449          9856169000
3462.74449          9836169000
3462.94449          9916169000
3463.14449          9856169000
3463.34449          9696169000
3463.54449          9706169000
3463.74449          9676169000
3463.94449          9716169000
3464.14449          9736169000
3464.34449          9866169000
3464.54449          9866169000
3464.74449          9936169000
3464.94449          9806169000
3465.14449          9896169000
3465.34449          9736169000
3465.54449          9746169000
3465.74449          9726169000
3465.94449          9886169000
3466.14449          9826169000
3466.34449          9706169000
3466.54449          9746169000
3466.74449          9806169000
3466.94449          9916169000
3467.14449          9826169000
3467.34449          9826169000
3467.54449          9766169000
3467.74449          9816169000
3467.94449          9786169000
3468.14449          9676169000
3468.34449          9756169000
3468.54449          9756169000
3468.74449          9786169000
3468.94449          9816169000
3469.14449          9836169000
3469.34449          9756169000
3469.54449          9776169000
3469.74449          9716169000
3469.94449          9766169000
3470.14449          9746169000
3470.34449          9836169000
3470.54449          9826169000
3470.74449          9906169000
3470.94449          9826169000
3471.14449          9776169000
3471.34449          9776169000
3471.54449          9766169000
3471.74449          9796169000
3471.94449          9906169000
3472.14449          9786169000
3472.34449          9736169000
3472.54449          9776169000
3472.74449          9776169000
3472.94449          9796169000
3473.14449          9766169000
3473.34449          9816169000
3473.54449          9836169000
3473.74449          9756169000
3473.94449          9696169000
3474.14449          9816169000
3474.34449          9706169000
3474.54449          9736169000
3474.74449          9926169000
3474.94449          9926169000
3475.14449          9846169000
3475.34449          9766169000
3475.54449          9686169000
3475.74449          9816169000
3475.94449          9806169000
3476.14449          9736169000
3476.34449          9756169000
3476.54449          9766169000
3476.74449          9736169000
3476.94449          9696169000
3477.14449          9736169000
3477.34449          9766169000
3477.54449          9646169000
3477.74449          9766169000
3477.94449          9816169000
3478.14449          9706169000
3478.34449          9786169000
3478.54449          9756169000
3478.74449          9846169000
3478.94449          9726169000
3479.14449          9696169000
3479.34449          9896169000
3479.54449          9896169000
3479.74449          9836169000
3479.94449          9716169000
3480.14449          9676169000
3480.34449          9836169000
3480.54449          9966169000
3480.74449          9976169000
3480.94449          9906169000
3481.14449          9916169000
3481.34449          9686169000
3481.54449          9896169000
3481.74449          9816169000
3481.94449          9666169000
3482.14449          9736169000
3482.34449          9896169000
3482.54449          9956169000
3482.74449          9936169000
3482.94449          9796169000
3483.14449          9756169000
3483.34449          9756169000
3483.54449          9816169000
3483.74449          9646169000
3483.94449          9726169000
3484.14449          9906169000
3484.34449          9906169000
3484.54449          9726169000
3484.74449          9766169000
3484.94449          9666169000
3485.14449          9786169000
3485.34449          9806169000
3485.54449          9726169000
3485.74449          9936169000
3485.94449          9936169000
3486.14449          9746169000
3486.34449          9686169000
3486.54449          9876169000
3486.74449          9886169000
3486.94449          9786169000
3487.14449          9756169000
3487.34449          9656169000
3487.54449          9746169000
3487.74449          9656169000
3487.94449          9846169000
3488.14449          9916169000
3488.34449          9876169000
3488.54449          9826169000
3488.74449          9826169000
3488.94449          9836169000
3489.14449          9826169000
3489.34449          9806169000
3489.54449          9866169000
3489.74449          9866169000
3489.94449          9746169000
3490.14449          9806169000
3490.34449          9766169000
3490.54449          9676169000
3490.74449          9766169000
3490.94449          9746169000
3491.14449          9946169000
3491.34449          9736169000
3491.54449          9746169000
3491.74449          9776169000
3491.94449          9906169000
3492.14449          9816169000
3492.34449          9706169000
3492.54449          9776169000
3492.74449          9776169000
3492.94449          9676169000
3493.14449          9676169000
3493.34449          9726169000
3493.54449          9836169000
3493.74449          9836169000
3493.94449          9806169000
3494.14449          9716169000
3494.34449          9816169000
3494.54449          9786169000
3494.74449          9766169000
3494.94449          9836169000
3495.14449          9866169000
3495.34449          9866169000
3495.54449          9806169000
3495.74449          9766169000
3495.94449          9786169000
3496.14449          9706169000
3496.34449          9846169000
3496.54449          9826169000
3496.74449          9896169000
3496.94449          9786169000
3497.14449          9706169000
3497.34449          9696169000
3497.54449          9706169000
3497.74449          9736169000
3497.94449          9836169000
3498.14449          9836169000
3498.34449          9636169000
3498.54449          9666169000
3498.74449          9786169000
3498.94449          9736169000
3499.14449          9666169000
3499.34449          9766169000
3499.54449          9786169000
3499.74449          9926169000
3499.94449          9926169000
3500.14449          9736169000
3500.34449          9896169000
3500.54449          9746169000
3500.74449          9836169000
3500.94449          9816169000
3501.14449          9916169000
3501.34449          9846169000
3501.54449          9856169000
3501.74449          9966169000
3501.94449          9936169000
3502.14449          9716169000
3502.34449          9796169000
3502.54449          9986169000
3502.74449          9706169000
3502.94449          9946169000
3503.14449          9956169000
3503.34449          9906169000
3503.54449          9806169000
3503.74449          9806169000
3503.94449          9776169000
3504.14449          9686169000
3504.34449          9986169000
3504.54449          9816169000
3504.74449          9826169000
3504.94449          9816169000
3505.14449          9796169000
3505.34449          9726169000
3505.54449          9886169000
3505.74449          9886169000
3505.94449          9846169000
3506.14449          9776169000
3506.34449          9726169000
3506.54449          9686169000
3506.74449          9796169000
3506.94449          9766169000
3507.14449          9756169000
3507.34449          9776169000
3507.54449          9756169000
3507.74449          9886169000
3507.94449          9886169000
3508.14449          9756169000
3508.34449          9806169000
3508.54449          9806169000
3508.74449          9766169000
3508.94449          9876169000
3509.14449          9846169000
3509.34449          9696169000
3509.54449          9986169000
3509.74449          9896169000
3509.94449          9736169000
3510.14449          9716169000
3510.34449          9676169000
3510.54449          9806169000
3510.74449          9926169000
3510.94449          9746169000
3511.14449          9746169000
3511.34449          9696169000
3511.54449          9856169000
3511.74449          9816169000
3511.94449          9696169000
3512.14449          9816169000
3512.34449          9636169000
3512.54449          9826169000
3512.74449          9796169000
3512.94449          9786169000
3513.14449          9866169000
3513.34449          9856169000
3513.54449          9776169000
3513.74449          9776169000
3513.94449          9806169000
3514.14449          9846169000
3514.34449          9796169000
3514.54449          9876169000
3514.74449          9826169000
3514.94449          9776169000
3515.14449          9766169000
3515.34449          9776169000
3515.54449          9766169000
3515.74449          9746169000
3515.94449          9746169000
3516.14449          9776169000
3516.34449          9776169000
3516.54449          9746169000
3516.74449          9706169000
3516.94449          9766169000
3517.14449          9776169000
3517.34449          9826169000
3517.54449          9946169000
3517.74449          9796169000
3517.94449          9806169000
3518.14449          9726169000
3518.34449          9766169000
3518.54449          9766169000
3518.74449          9726169000
3518.94449          9766169000
3519.14449          9876169000
3519.34449          9826169000
3519.54449          9696169000
3519.74449          9806169000
3519.94449          9856169000
3520.14449          9736169000
3520.34449          9786169000
3520.54449          9766169000
3520.74449          9746169000
3520.94449          9796169000
3521.14449          9826169000
3521.34449          9866169000
3521.54449          9716169000
3521.74449          9676169000
3521.94449          9706169000
3522.14449          9776169000
3522.34449          9836169000
3522.54449          9806169000
3522.74449          9876169000
3522.94449          9876169000
3523.14449          9966169000
3523.34449          9966169000
3523.54449          9706169000
3523.74449          9766169000
3523.94449          9906169000
3524.14449          9976169000
3524.34449          9956169000
3524.54449          9836169000
3524.74449          9836169000
3524.94449          9936169000
3525.14449          9726169000
3525.34449          9676169000
3525.54449          9796169000
3525.74449          9996169000
3525.94449          9806169000
3526.14449          9766169000
3526.34449          9906169000
3526.54449          9876169000
3526.74449          9856169000
3526.94449          9776169000
3527.14449          9936169000
3527.34449          9716169000
3527.54449          9966169000
3527.74449          9796169000
3527.94449          9846169000
3528.14449          9856169000
3528.34449          9826169000
3528.54449          9676169000
3528.74449          9736169000
3528.94449          9916169000
3529.14449          9916169000
3529.34449          9916169000
3529.54449          9716169000
3529.74449          9776169000
3529.94449          9676169000
3530.14449          9806169000
3530.34449          9666169000
3530.54449          9736169000
3530.74449          9846169000
3530.94449          9846169000
3531.14449          9786169000
3531.34449          9756169000
3531.54449          9936169000
3531.74449          9816169000
3531.94449          9766169000
3532.14449          9636169000
3532.34449          9706169000
3532.54449          9766169000
3532.74449          9766169000
3532.94449          9816169000
3533.14449          9696169000
3533.34449          9696169000
3533.54449          9836169000
3533.74449          9776169000
3533.94449          9696169000
3534.14449          9636169000
3534.34449          9726169000
3534.54449          9796169000
3534.74449          9726169000
3534.94449          9656169000
3535.14449          9766169000
3535.34449          9756169000
3535.54449          9686169000
3535.74449          9716169000
3535.94449          9726169000
3536.14449          9826169000
3536.34449          9976169000
3536.54449          9926169000
3536.74449          9926169000
3536.94449          9806169000
3537.14449          9866169000
3537.34449          9886169000
3537.54449          9806169000
3537.74449          9856169000
3537.94449          9686169000
3538.14449          9706169000
3538.34449          9686169000
3538.54449          9856169000
3538.74449          9826169000
3538.94449          9846169000
3539.14449          9726169000
3539.34449          9866169000
3539.54449          9876169000
3539.74449          9796169000
3539.94449          9716169000
3540.14449          9836169000
3540.34449          9786169000
3540.54449          9786169000
3540.74449          9836169000
3540.94449          9836169000
3541.14449          9676169000
3541.34449          9726169000
3541.54449          9716169000
3541.74449          9726169000
3541.94449          9666169000
3542.14449          9776169000
3542.34449          9796169000
3542.54449          9726169000
3542.74449          9836169000
3542.94449          9866169000
3543.14449          9806169000
3543.34449          9756169000
3543.54449          9716169000
3543.74449          9936169000
3543.94449          9776169000
3544.14449          9806169000
3544.34449          9806169000
3544.54449          9856169000
3544.74449          9836169000
3544.94449          9796169000
3545.14449          9956169000
3545.34449          9996169000
3545.54449          9826169000
3545.74449          9956169000
3545.94449          9916169000
3546.14449          9826169000
3546.34449          9756169000
3546.54449          9716169000
3546.74449          9906169000
3546.94449          9976169000
3547.14449          9976169000
3547.34449          9976169000
3547.54449          9796169000
3547.74449          9736169000
3547.94449          9666169000
3548.14449          9766169000
3548.34449          9846169000
3548.54449          9876169000
3548.74449          9766169000
3548.94449          9766169000
3549.14449          9786169000
3549.34449          9806169000
3549.54449          9886169000
3549.74449          9906169000
3549.94449          9766169000
3550.14449          9846169000
3550.34449          9846169000
3550.54449          9866169000
3550.74449          9656169000
3550.94449          9836169000
3551.14449          9736169000
3551.34449          9746169000
3551.54449          9676169000
3551.74449          9786169000
3551.94449          9856169000
3552.14449          9896169000
3552.34449          9936169000
3552.54449          9816169000
3552.74449          9846169000
3552.94449          9836169000
3553.14449          9746169000
3553.34449          9826169000
3553.54449          9836169000
3553.74449          9936169000
3553.94449          9956169000
3554.14449          9846169000
3554.34449          9786169000
3554.54449          9786169000
3554.74449          9836169000
3554.94449          9856169000
3555.14449          9846169000
3555.34449          9806169000
3555.54449          9696169000
3555.74449          9766169000
3555.94449          9696169000
3556.14449          9726169000
3556.34449          9666169000
3556.54449          9756169000
3556.74449          9756169000
3556.94449          9676169000
3557.14449          9796169000
3557.34449          9806169000
3557.54449          9786169000
3557.74449          9796169000
3557.94449          9836169000
3558.14449          9826169000
3558.34449          9766169000
3558.54449          9856169000
3558.74449          9656169000
3558.94449          9756169000
3559.14449          9846169000
3559.34449          9846169000
3559.54449          9786169000
3559.74449          9846169000
3559.94449          9816169000
3560.14449          9956169000
3560.34449          9956169000
3560.54449          9766169000
3560.74449          9686169000
3560.94449          9756169000
3561.14449          9816169000
3561.34449          9846169000
3561.54449          9656169000
3561.74449          9736169000
3561.94449          9696169000
3562.14449          9796169000
3562.34449          9916169000
3562.54449          9916169000
3562.74449          9726169000
3562.94449          9646169000
3563.14449          9796169000
3563.34449          9796169000
3563.54449          9846169000
3563.74449          9846169000
3563.94449          9816169000
3564.14449          9876169000
3564.34449          9756169000
3564.54449          9856169000
3564.74449          9916169000
3564.94449          9896169000
3565.14449          9886169000
3565.34449          9766169000
3565.54449          9746169000
3565.74449          9986169000
3565.94449          9686169000
3566.14449          9936169000
3566.34449          9946169000
3566.54449          9926169000
3566.74449          9886169000
3566.94449          9996169000
3567.14449          9836169000
3567.34449          9846169000
3567.54449          9726169000
3567.74449          9706169000
3567.94449          9986169000
3568.14449          9986169000
3568.34449          9976169000
3568.54449          9976169000
3568.74449          9876169000
3568.94449          9826169000
3569.14449          9656169000
3569.34449          9656169000
3569.54449          9776169000
3569.74449          9786169000
3569.94449          9746169000
3570.14449          9856169000
3570.34449          9926169000
3570.54449          9916169000
3570.74449          9916169000
3570.94449          9726169000
3571.14449          9726169000
3571.34449          9686169000
3571.54449          9686169000
3571.74449          9756169000
3571.94449          9666169000
3572.14449          9846169000
3572.34449          9846169000
3572.54449          9696169000
3572.74449          9806169000
3572.94449          9826169000
3573.14449          9866169000
3573.34449          9866169000
3573.54449          9756169000
3573.74449          9806169000
3573.94449          9836169000
3574.14449          9766169000
3574.34449          9806169000
3574.54449          9846169000
3574.74449          9876169000
3574.94449          9876169000
3575.14449          9826169000
3575.34449          9786169000
3575.54449          9686169000
3575.74449          9786169000
3575.94449          9826169000
3576.14449          9666169000
3576.34449          9756169000
3576.54449          9736169000
3576.74449          9786169000
3576.94449          9866169000
3577.14449          9676169000
3577.34449          9856169000
3577.54449          9686169000
3577.74449          9776169000
3577.94449          9776169000
3578.14449          9786169000
3578.34449          9726169000
3578.54449          9816169000
3578.74449          9816169000
3578.94449          9746169000
3579.14449          9756169000
3579.34449          9816169000
3579.54449          9816169000
3579.74449          9656169000
3579.94449          9696169000
3580.14449          9956169000
3580.34449          9756169000
3580.54449          9696169000
3580.74449          9686169000
3580.94449          9806169000
3581.14449          9886169000
3581.34449          9866169000
3581.54449          9786169000
3581.74449          9706169000
3581.94449          9836169000
3582.14449          9766169000
3582.34449          9796169000
3582.54449          9886169000
3582.74449          9836169000
3582.94449          9766169000
3583.14449          9736169000
3583.34449          9756169000
3583.54449          9786169000
3583.74449          9896169000
3583.94449          9686169000
3584.14449          9706169000
3584.34449          9776169000
3584.54449          9716169000
3584.74449          9726169000
3584.94449          9786169000
3585.14449          9756169000
3585.34449          9906169000
3585.54449          9856169000
3585.74449          9866169000
3585.94449          9766169000
3586.14449          9706169000
3586.34449          9766169000
3586.54449          9976169000
3586.74449          9986169000
3586.94449          9926169000
3587.14449          9936169000
3587.34449          9796169000
3587.54449          9836169000
3587.74449          9676169000
3587.94449          9936169000
3588.14449          9806169000
3588.34449          9876169000
3588.54449          9956169000
3588.74449          9996169000
3588.94449          9996169000
3589.14449          9856169000
3589.34449          9766169000
3589.54449          9766169000
3589.74449          9876169000
3589.94449          9856169000
3590.14449          9866169000
3590.34449          9906169000
3590.54449          9906169000
3590.74449          9856169000
3590.94449          9806169000
3591.14449          9696169000
3591.34449          9666169000
3591.54449          9716169000
3591.74449          9846169000
3591.94449          9736169000
3592.14449          9746169000
3592.34449          9696169000
3592.54449          9706169000
3592.74449          9766169000
3592.94449          9786169000
3593.14449          9726169000
3593.34449          9966169000
3593.54449          9726169000
3593.74449          9796169000
3593.94449          9776169000
3594.14449          9856169000
3594.34449          9836169000
3594.54449          9776169000
3594.74449          9746169000
3594.94449          9766169000
3595.14449          9746169000
3595.34449          9956169000
3595.54449          9956169000
3595.74449          9766169000
3595.94449          9746169000
3596.14449          9766169000
3596.34449          9926169000
3596.54449          9666169000
3596.74449          9766169000
3596.94449          9766169000
3597.14449          9896169000
3597.34449          9796169000
3597.54449          9766169000
3597.74449          9806169000
3597.94449          9806169000
3598.14449          9856169000
3598.34449          9856169000
3598.54449          9876169000
3598.74449          9876169000
3598.94449          9836169000
3599.14449          9916169000
3599.34449          9846169000
3599.54449          9856169000
3599.74449          9856169000
3599.94449          9866169000
3600.14449          9816169000
3600.34449          9816169000
3600.54449          9646169000
3600.74449          9716169000
3600.94449          9876169000
3601.14449          9926169000
3601.34449          9666169000
3601.54449          9766169000
3601.74449          9766169000
3601.94449          9736169000
3602.14449          9756169000
3602.34449          9736169000
3602.54449          9896169000
3602.74449          9866169000
3602.94449          9786169000
3603.14449          9886169000
3603.34449          9796169000
3603.54449          9806169000
3603.74449          9666169000
3603.94449          9766169000
3604.14449          9766169000
3604.34449          9736169000
3604.54449          9636169000
3604.74449          9626169000
3604.94449          9766169000
3605.14449          9766169000
3605.34449          9876169000
3605.54449          9796169000
3605.74449          9796169000
3605.94449          9796169000
3606.14449          9806169000
3606.34449          9726169000
3606.54449          9706169000
3606.74449          9676169000
3606.94449          9736169000
3607.14449          9966169000
3607.34449          9956169000
3607.54449          9896169000
3607.74449          9786169000
3607.94449          9746169000
3608.14449          9866169000
3608.34449          9726169000
3608.54449          9786169000
3608.74449          9766169000
3608.94449          9776169000
3609.14449          9746169000
3609.34449         10016169000
3609.54449          9946169000
3609.74449          9786169000
3609.94449          9836169000
3610.14449          9746169000
3610.34449          9886169000
3610.54449          9736169000
3610.74449          9896169000
3610.94449          9896169000
3611.14449          9716169000
3611.34449          9726169000
3611.54449          9686169000
3611.74449          9786169000
3611.94449          9746169000
3612.14449          9846169000
3612.34449          9746169000
